ID,Sura_No,Verse_No,Column5,Word_No,Word,Without_Diacritics,Segmented_Word,Morph_tag,Morph_type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Notes
6050,2,283,17,3,أَمَانَتَهُ,أمانته,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الضمة,,,
6051,2,283,18,1,وَلْيَتَّقِ,وليتق,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6051,2,283,18,2,وَلْيَتَّقِ,وليتق,ل,OTHER,Prefix,,مبني,حرف جزم,غير مضاف,مبني,الكسرة,,,
6051,2,283,18,3,وَلْيَتَّقِ,وليتق,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6051,2,283,18,4,وَلْيَتَّقِ,وليتق,تق,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,حذف حرف العلة,,,
6052,2,283,19,1,اللَّهَ,الله,ال,DET,Prefix,,None,,,,,,,
6052,2,283,19,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6053,2,283,20,1,رَبَّهُ,ربه,رب,NOUN_CONCRETE,Stem,,معرب,نعت,مضاف,منصوب,الفتحة,,,
6053,2,283,20,2,رَبَّهُ,ربه,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الضمة,,,
6054,2,283,21,1,وَلَا,ولا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6054,2,283,21,2,وَلَا,ولا,لا,JUSSIVE_PART,Stem,,مبني,حرف جزم,غير مضاف,مبني,السكون,,,
6055,2,283,22,1,تَكْتُمُوا,تكتموا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
6055,2,283,22,2,تَكْتُمُوا,تكتموا,كتم,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,حذف النون,,,
6055,2,283,22,3,تَكْتُمُوا,تكتموا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6056,2,283,23,1,الشَّهَادَةَ,الشهادة,ال,DET,Prefix,,ال التعريف,,,,,,,
6056,2,283,23,2,الشَّهَادَةَ,الشهادة,شهاد,NOUN_ABSTRACT,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6056,2,283,23,3,الشَّهَادَةَ,الشهادة,ة,NSUFF_FEM_SG,Suffix,,None,,,,,,,
6056,2,283,23,4,الشَّهَادَةَ,الشهادة,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6057,2,283,24,1,وَمَنْ,ومن,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6057,2,283,24,2,وَمَنْ,ومن,من,CONDITION_PART,Stem,,اسم شرط,مبتدأ,غير مضاف,مرفوع,السكون,,,جملة:يكتمها في محل رفع خبر المبتدأ
6058,2,283,25,1,يَكْتُمْهَا,يكتمها,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6058,2,283,25,2,يَكْتُمْهَا,يكتمها,كتم,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
6058,2,283,25,3,يَكْتُمْهَا,يكتمها,ها,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
6059,2,283,26,1,فَإِنَّهُ,فإنه,ف,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6059,2,283,26,2,فَإِنَّهُ,فإنه,إن,ANNUL_PART,Stem,,مبني,حرف ناسخ (إنّ وأخواتها),غير مضاف,مبني,الفتحة,,,
6059,2,283,26,3,فَإِنَّهُ,فإنه,ه,POSS_PRON,Suffix,,ضمير متصل,اسم حرف ناسخ,غير مضاف,منصوب,الضمة,,,
6060,2,283,27,1,آثِمٌ,آثم,آثم,NOUN_ACTIVE_PART,Stem,,معرب,خبر حرف ناسخ,غير مضاف,مرفوع,الضمة,,,
6061,2,283,28,1,قَلْبُهُ,قلبه,قلب,NOUN_CONCRETE,Stem,,معرب,فاعل,مضاف,مرفوع,الضمة,,,
6061,2,283,28,2,قَلْبُهُ,قلبه,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الضمة,,,
6062,2,283,29,1,وَاللَّهُ,والله,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6062,2,283,29,2,وَاللَّهُ,والله,ال,DET,Prefix,,None,,,,,,,
6062,2,283,29,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,
6063,2,283,30,1,بِمَا,بما,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6063,2,283,30,2,بِمَا,بما,ما,REL_PRON,Stem,,اسم موصول,اسم مجرور,غير مضاف,مجرور,السكون,,,
6064,2,283,31,1,تَعْمَلُونَ,تعملون,ت,IMPERF_PREF,Prefix,,معرب,,غير مضاف,مرفوع,ثبوت النون,,,
6064,2,283,31,2,تَعْمَلُونَ,تعملون,عمل,IV,Stem,,ضمير متصل,فعل مضارع,غير مضاف,مرفوع,السكون,,,
6064,2,283,31,3,تَعْمَلُونَ,تعملون,ون,SUBJ_PRON,Suffix,,مبني,فاعل,غير مضاف,مبني,الفتحة,,,
6065,2,283,32,1,عَلِيمٌ,عليم,عليم,ADJ_QUALIT,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
6066,2,284,1,1,لِلَّهِ,لله,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6066,2,284,1,2,لِلَّهِ,لله,له,NOUN_PROP,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6067,2,284,2,1,مَا,ما,ما,REL_PRON,Stem,,اسم موصول,مبتدأ,غير مضاف,مرفوع,السكون,,,
6068,2,284,3,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6069,2,284,4,1,السَّمَاوَاتِ,السماوات,ال,DET,Prefix,,ال التعريف,,,,,,,
6069,2,284,4,2,السَّمَاوَاتِ,السماوات,سماو,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6069,2,284,4,3,السَّمَاوَاتِ,السماوات,ات,NSUFF_FEM_PL,Suffix,,None,,,,,,,
6070,2,284,5,1,وَمَا,وما,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6070,2,284,5,2,وَمَا,وما,ما,REL_PRON,Stem,,اسم موصول,اسم معطوف,غير مضاف,مرفوع,السكون,,,
6071,2,284,6,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6072,2,284,7,1,الْأَرْضِ,الأرض,ال,DET,Prefix,,ال التعريف,,,,,,,
6072,2,284,7,2,الْأَرْضِ,الأرض,أرض,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6072,2,284,7,3,الْأَرْضِ,الأرض,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6073,2,284,8,1,وَإِنْ,وإن,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6073,2,284,8,2,وَإِنْ,وإن,إن,CONDITION_PART,Stem,,مبني,حرف شرط,غير مضاف,مبني,السكون,,,
6074,2,284,9,1,تُبْدُوا,تبدوا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
6074,2,284,9,2,تُبْدُوا,تبدوا,بد,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,حذف النون,,,
6074,2,284,9,3,تُبْدُوا,تبدوا,وا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6075,2,284,10,1,مَا,ما,ما,REL_PRON,Stem,,اسم موصول,مفعول به,غير مضاف,منصوب,السكون,,,
6076,2,284,11,1,فِي,في,في,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6077,2,284,12,1,أَنْفُسِكُمْ,أنفسكم,أنفس,NOUN_ABSTRACT,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
6077,2,284,12,2,أَنْفُسِكُمْ,أنفسكم,كم,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
6078,2,284,13,1,أَوْ,أو,أو,CONJ,Stem,,مبني,حرف عطف,غير مضاف,مبني,السكون,,,
6079,2,284,14,1,تُخْفُوهُ,تخفوه,ت,IMPERF_PREF,Prefix,,None,,,,,,,
6079,2,284,14,2,تُخْفُوهُ,تخفوه,خف,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,حذف النون,,,
6079,2,284,14,3,تُخْفُوهُ,تخفوه,و,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6079,2,284,14,4,تُخْفُوهُ,تخفوه,ه,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,الضمة,,,
6080,2,284,15,1,يُحَاسِبْكُمْ,يحاسبكم,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6080,2,284,15,2,يُحَاسِبْكُمْ,يحاسبكم,حاسب,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
6080,2,284,15,3,يُحَاسِبْكُمْ,يحاسبكم,كم,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
6081,2,284,16,1,بِهِ,به,ب,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6081,2,284,16,2,بِهِ,به,ه,PRON_3MS,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6082,2,284,17,1,اللَّهُ,الله,ال,DET,Prefix,,None,,,,,,,
6082,2,284,17,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
6083,2,284,18,1,فَيَغْفِرُ,فيغفر,ف,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6083,2,284,18,2,فَيَغْفِرُ,فيغفر,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6083,2,284,18,3,فَيَغْفِرُ,فيغفر,غفر,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6084,2,284,19,1,لِمَنْ,لمن,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6084,2,284,19,2,لِمَنْ,لمن,من,REL_PRON,Stem,,اسم موصول,اسم مجرور,غير مضاف,مجرور,السكون,,,
6085,2,284,20,1,يَشَاءُ,يشاء,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6085,2,284,20,2,يَشَاءُ,يشاء,شاء,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6086,2,284,21,1,وَيُعَذِّبُ,ويعذب,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6086,2,284,21,2,وَيُعَذِّبُ,ويعذب,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6086,2,284,21,3,وَيُعَذِّبُ,ويعذب,عذب,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6087,2,284,22,1,مَنْ,من,من,REL_PRON,Stem,,اسم موصول,مفعول به,غير مضاف,منصوب,السكون,,,
6088,2,284,23,1,يَشَاءُ,يشاء,ي,IMPERF_PREF,Prefix,,None,,,,,,,
6088,2,284,23,2,يَشَاءُ,يشاء,شاء,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6089,2,284,24,1,وَاللَّهُ,والله,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6089,2,284,24,2,وَاللَّهُ,والله,ال,DET,Prefix,,None,,,,,,,
6089,2,284,24,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,
6090,2,284,25,1,عَلَى,على,على,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6091,2,284,26,1,كُلِّ,كل,كل,NOUN_ABSTRACT,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
6092,2,284,27,1,شَيْءٍ,شيء,شيء,NOUN_ABSTRACT,Stem,,معرب,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6093,2,284,28,1,قَدِيرٌ,قدير,قدير,ADJ_QUALIT,Stem,,معرب,خبر,غير مضاف,مرفوع,الضمة,,,
6094,2,285,1,1,آمَنَ,آمن,آمن,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6095,2,285,2,1,الرَّسُولُ,الرسول,ال,DET,Prefix,,ال التعريف,,,,,,,
6095,2,285,2,2,الرَّسُولُ,الرسول,رسول,NOUN_CONCRETE,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
6096,2,285,3,1,بِمَا,بما,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6096,2,285,3,2,بِمَا,بما,ما,REL_PRON,Stem,,اسم موصول,اسم مجرور,غير مضاف,مجرور,السكون,,,
6097,2,285,4,1,أُنْزِلَ,أنزل,أنزل,PV_PASS,Stem,,مبني,فعل ماضٍ مبني للمجهول,غير مضاف,مبني,الفتحة,,,
6098,2,285,5,1,إِلَيْهِ,إليه,إلي,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6098,2,285,5,2,إِلَيْهِ,إليه,ه,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6099,2,285,6,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6100,2,285,7,1,رَبِّهِ,ربه,رب,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
6100,2,285,7,2,رَبِّهِ,ربه,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6101,2,285,8,1,وَالْمُؤْمِنُونَ,والمؤمنون,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6101,2,285,8,2,وَالْمُؤْمِنُونَ,والمؤمنون,ال,DET,Prefix,,ال التعريف,,,,,,,
6101,2,285,8,3,وَالْمُؤْمِنُونَ,والمؤمنون,مؤمن,NOUN_ACTIVE_PART,Stem,,معرب,اسم معطوف,غير مضاف,مرفوع,الواو,,,
6101,2,285,8,4,وَالْمُؤْمِنُونَ,والمؤمنون,ون,NSUFF_MASC_PL_NOM,Suffix,,None,,,,,,,
6102,2,285,9,1,كُلٌّ,كل,كل,NOUN_ABSTRACT,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,الجملة خبر 
6103,2,285,10,1,آمَنَ,آمن,آمن,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6104,2,285,11,1,بِاللَّهِ,بالله,ب,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الكسرة,,,
6104,2,285,11,2,بِاللَّهِ,بالله,ال,DET,Prefix,,None,,,,,,,
6104,2,285,11,3,بِاللَّهِ,بالله,له,NOUN_PROP,Stem,,معرب,اسم مجرور,غير مضاف,مجرور,الكسرة,,,
6105,2,285,12,1,وَمَلَائِكَتِهِ,وملائكته,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6105,2,285,12,2,وَمَلَائِكَتِهِ,وملائكته,ملائك,NOUN_CONCRETE,Stem,,معرب,اسم معطوف,مضاف,مجرور,الكسرة,,,
6105,2,285,12,3,وَمَلَائِكَتِهِ,وملائكته,ت,NSUFF_FEM_SG,Suffix,,None,,,,,,,
6105,2,285,12,4,وَمَلَائِكَتِهِ,وملائكته,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6106,2,285,13,1,وَكُتُبِهِ,وكتبه,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6106,2,285,13,2,وَكُتُبِهِ,وكتبه,كتب,NOUN_CONCRETE,Stem,,معرب,اسم معطوف,مضاف,مجرور,الكسرة,,,
6106,2,285,13,3,وَكُتُبِهِ,وكتبه,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6107,2,285,14,1,وَرُسُلِهِ,ورسله,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6107,2,285,14,2,وَرُسُلِهِ,ورسله,رسل,NOUN_CONCRETE,Stem,,معرب,اسم معطوف,مضاف,مجرور,الكسرة,,,
6107,2,285,14,3,وَرُسُلِهِ,ورسله,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6108,2,285,15,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6109,2,285,16,1,نُفَرِّقُ,نفرق,ن,IMPERF_PREF,Prefix,,None,,,,,,,
6109,2,285,16,2,نُفَرِّقُ,نفرق,فرق,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6110,2,285,17,1,بَيْنَ,بين,بين,ADV,Stem,,معرب,ظرف مكان,مضاف,منصوب,الفتحة,,,
6111,2,285,18,1,أَحَدٍ,أحد,أحد,NOUN_NUM,Stem,,معرب,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6112,2,285,19,1,مِنْ,من,من,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6113,2,285,20,1,رُسُلِهِ,رسله,رسل,NOUN_CONCRETE,Stem,,معرب,اسم مجرور,مضاف,مجرور,الكسرة,,,
6113,2,285,20,2,رُسُلِهِ,رسله,ه,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الكسرة,,,
6114,2,285,21,1,وَقَالُوا,وقالوا,و,CONJ,Prefix,,مبني,حرف غير عامل,غير مضاف,مبني,الفتحة,,,
6114,2,285,21,2,وَقَالُوا,وقالوا,قال,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الضمة,,,
6114,2,285,21,3,وَقَالُوا,وقالوا,وا,PVSUFF_SUBJ:3MP,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6115,2,285,22,1,سَمِعْنَا,سمعنا,سمع,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,السكون,,,
6115,2,285,22,2,سَمِعْنَا,سمعنا,نا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6116,2,285,23,1,وَأَطَعْنَا,وأطعنا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6116,2,285,23,2,وَأَطَعْنَا,وأطعنا,أطع,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,السكون,,,
6116,2,285,23,3,وَأَطَعْنَا,وأطعنا,نا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6117,2,285,24,1,غُفْرَانَكَ,غفرانك,غفران,GERUND,Stem,,معرب,مفعول مطلق,مضاف,منصوب,الفتحة,,,
6117,2,285,24,2,غُفْرَانَكَ,غفرانك,ك,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,الفتحة,,,
6118,2,285,25,1,رَبَّنَا,ربنا,رب,NOUN_CONCRETE,Stem,,معرب,منادى,مضاف,منصوب,الفتحة,,,
6118,2,285,25,2,رَبَّنَا,ربنا,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6118,2,285,25,3,رَبَّنَا,ربنا,نا,POSS_PRON_1P,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
6119,2,285,26,1,وَإِلَيْكَ,وإليك,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6119,2,285,26,2,وَإِلَيْكَ,وإليك,إلي,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6119,2,285,26,3,وَإِلَيْكَ,وإليك,ك,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,الفتحة,,,
6120,2,285,27,1,الْمَصِيرُ,المصير,ال,DET,Prefix,,ال التعريف,,,,,,,
6120,2,285,27,2,الْمَصِيرُ,المصير,مصير,GERUND,Stem,,معرب,مبتدأ,غير مضاف,مرفوع,الضمة,,,اليك متعلقان بخبر مقدم
6120,2,285,27,3,الْمَصِيرُ,المصير,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6121,2,286,1,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6122,2,286,2,1,يُكَلِّفُ,يكلف,ي,IV3MS,Prefix,,None,,,,,,,
6122,2,286,2,2,يُكَلِّفُ,يكلف,كلف,IV,Stem,,معرب,فعل مضارع,غير مضاف,مرفوع,الضمة,,,
6123,2,286,3,1,اللَّهُ,الله,ال,DET,Prefix,,None,,,,,,,
6123,2,286,3,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,معرب,فاعل,غير مضاف,مرفوع,الضمة,,,
6124,2,286,4,1,نَفْسَاً,نفسا,نفس,NOUN_ABSTRACT,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6124,2,286,4,2,نَفْسَاً,نفسا,ا,CASE_INDEF_(ACC_GEN),Suffix,,None,,,,,,,
6125,2,286,5,1,إِلَّا,إلا,إلا,EXCEPT_PART,Stem,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6126,2,286,6,1,وُسْعَهَا,وسعها,وسع,NOUN_ABSTRACT,Stem,,معرب,مفعول به,مضاف,منصوب,الفتحة,,,
6126,2,286,6,2,وُسْعَهَا,وسعها,ها,POSS_PRON,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
6127,2,286,7,1,لَهَا,لها,ل,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
6127,2,286,7,2,لَهَا,لها,ها,PRON,Stem,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
6128,2,286,8,1,مَا,ما,ما,REL_PRON,Stem,,اسم موصول,مبتدأ,غير مضاف,مرفوع,السكون,,,لها متعلقان بمحذوف خبر
6129,2,286,9,1,كَسَبَتْ,كسبت,كسب,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6129,2,286,9,2,كَسَبَتْ,كسبت,ت,SUFF_FEM_TA,Suffix,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6130,2,286,10,1,وَعَلَيْهَا,وعليها,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6130,2,286,10,2,وَعَلَيْهَا,وعليها,علي,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6130,2,286,10,3,وَعَلَيْهَا,وعليها,ها,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
6131,2,286,11,1,مَا,ما,ما,REL_PRON,Stem,,اسم موصول,مبتدأ,غير مضاف,مرفوع,السكون,,,
6132,2,286,12,1,اكْتَسَبَتْ,اكتسبت,ٱكتسب,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,الفتحة,,,
6132,2,286,12,2,اكْتَسَبَتْ,اكتسبت,ت,SUFF_FEM_TA,Suffix,,مبني,حرف غير عامل,غير مضاف,مبني,السكون,,,
6133,2,286,13,1,رَبَّنَا,ربنا,رب,NOUN_CONCRETE,Stem,,معرب,منادى,مضاف,منصوب,الفتحة,,,
6133,2,286,13,2,رَبَّنَا,ربنا,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6133,2,286,13,3,رَبَّنَا,ربنا,نا,POSS_PRON_1P,Suffix,,ضمير متصل,مضاف إليه,غير مضاف,مجرور,السكون,,,
6134,2,286,14,1,لَا,لا,لا,NEG_PART,Stem,,مبني,حرف جزم,غير مضاف,مبني,السكون,,,
6135,2,286,15,1,تُؤَاخِذْنَا,تؤاخذنا,ت,IMPERF_PREF,Prefix,,None,,,,,,,
6135,2,286,15,2,تُؤَاخِذْنَا,تؤاخذنا,ؤاخذ,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
6135,2,286,15,3,تُؤَاخِذْنَا,تؤاخذنا,نا,OBJ_PRON,Suffix,,ضمير متصل,مفعول به,غير مضاف,منصوب,السكون,,,
6136,2,286,16,1,إِنْ,إن,إن,SUBJUNC_PART,Stem,,مبني,حرف شرط,غير مضاف,مبني,السكون,,,
6137,2,286,17,1,نَسِيْنَا,نسينا,نسي,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,السكون,,,
6137,2,286,17,2,نَسِيْنَا,نسينا,نا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6138,2,286,18,1,أَوْ,أو,أو,CONJ,Stem,,مبني,حرف عطف,غير مضاف,مبني,السكون,,,
6139,2,286,19,1,أَخْطَأْنَا,أخطأنا,أخطأ,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,السكون,,,
6139,2,286,19,2,أَخْطَأْنَا,أخطأنا,نا,SUBJ_PRON,Suffix,,ضمير متصل,فاعل,غير مضاف,مرفوع,السكون,,,
6140,2,286,20,1,رَبَّنَا,ربنا,رب,NOUN_CONCRETE,Stem,,معرب,منادى,مضاف,منصوب,الفتحة,,,
6140,2,286,20,2,رَبَّنَا,ربنا,(null),CASE_DEF_GEN,Suffix,,None,,,,,,,
6140,2,286,20,3,رَبَّنَا,ربنا,نا,POSS_PRON_1P,Suffix,,ضمير متصل,,غير مضاف,مجرور,السكون,,,
6141,2,286,21,1,وَلَا,ولا,و,CONJ,Prefix,,مبني,حرف عطف,غير مضاف,مبني,الفتحة,,,
6141,2,286,21,2,وَلَا,ولا,لا,NEG_PART,Stem,,مبني,حرف جزم,غير مضاف,مبني,السكون,,,
6142,2,286,22,1,تَحْمِلْ,تحمل,ت,IMPERF_PREF,Prefix,,None,,,,,,,
6142,2,286,22,2,تَحْمِلْ,تحمل,حمل,IV,Stem,,معرب,فعل مضارع,غير مضاف,مجزوم,السكون,,,
6143,2,286,23,1,عَلَيْنَا,علينا,علي,PREP,Stem,,مبني,حرف جر,غير مضاف,مبني,السكون,,,
6143,2,286,23,2,عَلَيْنَا,علينا,نا,POSS_PRON,Suffix,,ضمير متصل,اسم مجرور,غير مضاف,مجرور,السكون,,,
6144,2,286,24,1,إِصْرَاً,إصرا,إصر,NOUN_ABSTRACT,Stem,,معرب,مفعول به,غير مضاف,منصوب,الفتحة,,,
6144,2,286,24,2,إِصْرَاً,إصرا,ا,CASE_INDEF_(ACC_GEN),Suffix,,None,,,,,,,
6145,2,286,25,1,كَمَا,كما,ك,PREP,Prefix,,مبني,حرف جر,غير مضاف,مبني,الفتحة,,,
6145,2,286,25,2,كَمَا,كما,ما,REL_PRON,Stem,,مبني,حرف مصدري,غير مضاف,مبني,السكون,,,
6146,2,286,26,1,حَمَلْتَهُ,حملته,حمل,PV,Stem,,مبني,فعل ماضٍ,غير مضاف,مبني,السكون,,,
